지점,지점명,일시,평균기온(°C),평균 이슬점온도(°C),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),가조시간(hr),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C)
108,서울,2013-09-28,17.4,11.8,13.9,1006.3,1016.3,11.9,18.8,13.6,19.2
108,서울,2013-09-29,17.2,14.8,16.9,1005.7,1015.8,11.9,18.2,14.2,18.5
108,서울,2013-09-30,20.7,15.2,17.3,1007.1,1017.1,11.8,20.8,16.4,20.7
108,서울,2013-10-01,21.6,14.9,17,1005.7,1015.6,11.8,22,14.4,21.3
108,서울,2013-10-02,19.4,10.3,13.4,1002.1,1012.1,11.8,20.2,9.8,20.3
108,서울,2013-10-03,16.3,4.9,9,1008.1,1018.3,11.7,18.5,5.2,17.5
108,서울,2013-10-04,17.4,7.2,10.2,1010.2,1020.3,11.7,19.3,5.5,18.2
108,서울,2013-10-05,20,7.6,10.5,1011.8,1021.8,11.7,20.9,7.8,19.3
108,서울,2013-10-06,20.8,10.9,13.3,1013.1,1023.1,11.6,20.2,8.3,19.9
108,서울,2013-10-07,22.8,15.9,18.2,1009.6,1019.5,11.6,23.2,17.8,22.3
108,서울,2013-10-08,20,17,19.5,1003.9,1013.9,11.5,20.3,16.3,20.7
108,서울,2013-10-09,20.5,12.9,14.9,1004.1,1014.1,11.5,21.4,12.2,20.5
108,서울,2013-10-10,21.1,15.3,17.4,1003.5,1013.5,11.5,20.5,12.4,20.4
108,서울,2013-10-11,18.1,9.1,12.1,1001.8,1011.8,11.4,19.1,9.5,19.3
108,서울,2013-10-12,16.4,6.1,9.8,1009.2,1019.4,11.4,16.3,5,16.3
108,서울,2013-10-13,17.3,9.2,11.7,1011.3,1021.5,11.3,17.1,7.5,17.2
108,서울,2013-10-14,18.3,11,13.2,1008.7,1018.8,11.3,17.8,9,17.8
108,서울,2013-10-15,12,8.4,11.3,1007.4,1017.7,11.3,12.8,3.3,14.6
108,서울,2013-10-16,11.2,1.3,6.8,1011.7,1022.1,11.2,12.2,.3,12.4
108,서울,2013-10-17,12.4,2.8,7.5,1017.9,1028.3,11.2,13.3,2,13
108,서울,2013-10-18,13.6,4.1,8.2,1018.5,1028.9,11.1,14.1,3.3,13.5
108,서울,2013-10-19,14.6,6.4,9.6,1015.5,1025.8,11.1,14.5,4.9,14.2
108,서울,2013-10-20,16.7,8.5,11.1,1009.7,1019.9,11.1,17.4,7.4,16.1
108,서울,2013-10-21,16.2,5.2,8.9,1009.7,1019.9,11,16.9,7.5,16.5
108,서울,2013-10-22,15.9,4,8.1,1013,1023.2,11,16.4,6.3,15.8
108,서울,2013-10-23,16.2,5.2,8.9,1010.6,1020.8,11,16.5,7.8,16.1
108,서울,2013-10-24,13.1,2.3,7.6,1007.7,1018,10.9,15,6.2,15
108,서울,2013-10-25,9.3,-3.3,4.9,1007.3,1017.8,10.9,11.6,3.7,12
108,서울,2013-10-26,10,-.2,6,1007.3,1017.7,10.8,11.7,0,11.8
108,서울,2013-10-27,11.4,2.3,7.2,1011.7,1022.1,10.8,12.1,.1,12.2
108,서울,2013-10-28,11.6,5,8.7,1014.1,1024.5,10.8,11.8,2.4,12.2
108,서울,2013-10-29,12.7,7.4,10.4,1012.8,1023.2,10.7,12.8,6.2,13.1
108,서울,2013-10-30,10.5,2.5,7.3,1014.8,1025.2,10.7,11.4,2.1,11.9
108,서울,2013-10-31,11.7,2.1,7.1,1015.8,1026.2,10.7,11.7,1.2,12
108,서울,2013-11-01,14.8,4.2,8.3,1015,1025.3,10.6,14.3,4.8,13.9
108,서울,2013-11-02,11.6,8.1,10.8,1012.7,1023.1,10.6,12.3,4,12.9
108,서울,2013-11-03,11.9,8.3,11,1010.6,1020.9,10.6,12.3,3.6,12.5
108,서울,2013-11-04,12.6,7,10.1,1013.6,1024,10.5,12.4,4.4,13.1
108,서울,2013-11-05,12.3,4.9,8.7,1015.4,1025.8,10.5,11.4,3.2,11.9
108,서울,2013-11-06,12.2,8.3,11.1,1008.9,1019.2,10.5,11.1,4.3,11.7
108,서울,2013-11-07,12.2,2.2,7.5,1008.3,1018.6,10.4,11.8,5.1,12.4
108,서울,2013-11-08,9,-3.7,4.7,1015.9,1026.4,10.4,8,-1.5,9.1
108,서울,2013-11-09,11.6,3.8,8.4,1010.2,1020.6,10.4,10.3,7.5,10.6
108,서울,2013-11-10,5.5,-6.1,4.3,1008.9,1019.5,10.3,6.5,0,8.2
108,서울,2013-11-11,2.6,-12.4,2.4,1011.8,1022.5,10.3,2.5,-6,4.6
108,서울,2013-11-12,3.4,-10.5,2.8,1011.3,1022,10.3,2.7,-4.6,4.3
108,서울,2013-11-13,4.8,-7.2,3.6,1012.4,1023.1,10.2,3.8,-5.7,5
108,서울,2013-11-14,6.7,-1.9,5.5,1010.2,1020.8,10.2,6.6,.1,6.6
108,서울,2013-11-15,8.2,4.4,8.4,1010.2,1020.7,10.2,8.3,-.7,8.6
108,서울,2013-11-16,7,1.8,7,1006.6,1017.2,10.1,6.4,-1.5,7.4
108,서울,2013-11-17,5.2,-2.9,5.2,1003.2,1013.8,10.1,5,.4,6.4
108,서울,2013-11-18,1.1,-7.5,3.5,1004.1,1014.9,10.1,1.2,-3,3.1
108,서울,2013-11-19,1.1,-7.2,3.6,1006.3,1017,10.1,1.1,-3.4,2.6
108,서울,2013-11-20,1.5,-11.3,2.6,1010.2,1021,10,.9,-4.6,2.4
108,서울,2013-11-21,2.6,-7.3,3.6,1013.4,1024.2,10,1.3,-6.7,2.8
108,서울,2013-11-22,4.6,-3.3,5,1014.6,1025.3,10,2.6,-5.9,3.6
108,서울,2013-11-23,7.1,.3,6.3,1013.3,1023.9,10,4.5,-3.2,5.2
108,서울,2013-11-24,7.3,2.7,7.5,1003.4,1013.9,9.9,5.7,.8,6
108,서울,2013-11-25,4.7,-1.6,5.8,996.5,1007,9.9,5.2,-1.4,6
108,서울,2013-11-26,2.1,-5,4.5,1006.1,1016.8,9.9,2.2,-6.2,3.1
108,서울,2013-11-27,0,-5.6,4.2,1004.8,1015.6,9.9,1.9,-6,3
108,서울,2013-11-28,-3.8,-13.1,2.3,1009.9,1021,9.8,-1.4,-8.8,.2
108,서울,2013-11-29,-.7,-9.5,3,1009.6,1020.4,9.8,-.6,-9.5,.3
108,서울,2013-11-30,5.3,-2.8,5.1,1009.8,1020.4,9.8,2.9,-4.2,3
108,서울,2013-12-01,4.5,-1.7,5.5,1010.7,1021.3,9.8,3.2,-3.8,4.1
108,서울,2013-12-02,3.9,-2.2,5.2,1010.7,1021.4,9.8,2.6,-5.4,3.3
108,서울,2013-12-03,6.7,-.5,6,1009.7,1020.3,9.7,5,-1.7,5.2
108,서울,2013-12-04,5.5,.9,6.5,1010.2,1020.8,9.7,3.5,-2.8,4.4
108,서울,2013-12-05,5.5,1.1,6.7,1008.1,1018.7,9.7,5.3,0,5.7
108,서울,2013-12-06,3,-9,3.2,1009.6,1020.4,9.7,2.1,-5.2,3.4
108,서울,2013-12-07,6.2,-1.2,5.6,1011.9,1022.5,9.7,5.2,-2.8,5.6
108,서울,2013-12-08,4.2,.2,6.2,1012.2,1022.9,9.7,3,-.4,3.9
108,서울,2013-12-09,3.8,1.2,6.7,1000.3,1010.9,9.7,3.9,1.5,4.4
108,서울,2013-12-10,.3,-7.6,3.5,1003.8,1014.5,9.6,.7,-4.6,2.4
108,서울,2013-12-11,-1.7,-7.7,3.5,1002.9,1013.7,9.6,.1,-6.2,1.3
108,서울,2013-12-12,-3.2,-8.1,3.5,1006.4,1017.3,9.6,-.4,-11.4,.5
108,서울,2013-12-13,-6.8,-16.3,1.7,1012.9,1024,9.6,-.1,-15.4,.4
108,서울,2013-12-14,-4.9,-10.6,2.8,1016,1027.1,9.6,-.3,-15.1,.2
108,서울,2013-12-15,-4.4,-14.2,2,1020.9,1032,9.6,-.7,-13.2,-.1
108,서울,2013-12-16,-3.6,-12,2.5,1019.1,1030.2,9.6,-.8,-10,-.2
108,서울,2013-12-17,-.3,-9.2,3.1,1016.3,1027.2,9.6,-.6,-8.5,-.1
108,서울,2013-12-18,2.2,-3.9,4.6,1011.9,1022.7,9.6,-.1,-4.9,.4
108,서울,2013-12-19,-3.5,-10.1,2.9,1009.9,1020.9,9.6,0,-6.8,.5
108,서울,2013-12-20,-4,-11.5,2.6,1011.7,1022.7,9.6,-.9,-9.2,-.2
108,서울,2013-12-21,-3.1,-10.8,2.7,1016.4,1027.5,9.6,-1.8,-9.3,-.4
108,서울,2013-12-22,-2.1,-9.6,3,1018.5,1029.5,9.6,-1.7,-9.4,-.7
108,서울,2013-12-23,-1.1,-8.6,3.2,1016.9,1027.9,9.6,-.8,-7.2,-.1
108,서울,2013-12-24,-1.6,-9,3.1,1019.4,1030.4,9.6,-1.7,-9.6,-.6
108,서울,2013-12-25,-.5,-7.4,3.5,1016.9,1027.9,9.6,-1.2,-6.8,-.5
108,서울,2013-12-26,-.5,-5.8,4.1,1009.5,1020.4,9.6,-.4,-4.6,0
108,서울,2013-12-27,-6.8,-15.8,1.8,1010.9,1022,9.6,-3,-10,-1.6
108,서울,2013-12-28,-6.5,-16.8,1.6,1010.9,1022,9.6,-4.1,-12.8,-2.6
108,서울,2013-12-29,-2.9,-10,3.1,1009.9,1020.9,9.6,-2.7,-11.6,-1.9
108,서울,2013-12-30,2.2,-6.1,3.9,1005.1,1015.8,9.6,-.9,-7,-.6
108,서울,2013-12-31,3.8,-3.9,4.6,1001.6,1012.2,9.6,-.1,-5.3,-.1
108,서울,2014-01-01,4,-5.5,4.2,1003.6,1014.2,9.6,.8,-4.3,.3
108,서울,2014-01-02,1.5,-12.9,2.3,1010.4,1021.2,9.6,0,-5.4,.1
108,서울,2014-01-03,2.3,-6.2,4,1006.9,1017.6,9.7,.1,-5.1,.2
108,서울,2014-01-04,-.1,-10.3,2.8,1008.8,1019.7,9.7,-.2,-6.4,0
108,서울,2014-01-05,-.8,-10.7,2.7,1013.1,1024.1,9.7,-.7,-7,-.2
108,서울,2014-01-06,.8,-8.6,3.2,1017.3,1028.2,9.7,-.5,-8,-.3
108,서울,2014-01-07,3,-4.9,4.3,1014.6,1025.4,9.7,.5,-1.6,.2
108,서울,2014-01-08,.5,-7.8,3.9,1010.9,1021.8,9.7,1.3,-7.1,.6
108,서울,2014-01-09,-7.8,-24.3,.9,1017.9,1029.2,9.7,-4,-12,-1.7
108,서울,2014-01-10,-4.7,-14.2,2.2,1020.6,1031.7,9.8,-3.1,-12.1,-2
108,서울,2014-01-11,-1.7,-14.7,2.2,1020.4,1031.4,9.8,-2.1,-11,-1.5
108,서울,2014-01-12,-2.4,-13.8,2.3,1017.6,1028.6,9.8,-2,-9,-1.2
108,서울,2014-01-13,-6.2,-23.1,1,1021.8,1033,9.8,-5,-12.6,-3.1
108,서울,2014-01-14,-4.3,-18.4,1.5,1022.2,1033.4,9.8,-4.2,-12.6,-2.7
108,서울,2014-01-15,-2.9,-14.3,2.1,1021.7,1032.8,9.9,-3.6,-12.6,-2.4
108,서울,2014-01-16,.1,-6.9,3.7,1018.1,1029,9.9,-.9,-7,-.9
108,서울,2014-01-17,-.1,-8.7,3.3,1015.9,1026.8,9.9,-1.4,-8.3,-1
108,서울,2014-01-18,-2.2,-13.7,2.2,1016.9,1027.9,9.9,-2,-8.4,-1.2
108,서울,2014-01-19,-2.6,-13.4,2.2,1017.7,1028.7,9.9,-2.7,-12.1,-2
108,서울,2014-01-20,-1.5,-3.9,4.6,1008.6,1019.5,10,-.2,-4.8,-.2
108,서울,2014-01-21,-5.5,-11.4,2.6,1014.5,1025.7,10,-.5,-13.1,-.7
108,서울,2014-01-22,-3.9,-10.8,2.7,1018,1029.1,10,-1.5,-14.8,-1.4
108,서울,2014-01-23,-.8,-6.6,3.8,1015.7,1026.6,10.1,-1.3,-7.4,-1
108,서울,2014-01-24,3,-3,4.9,1010.3,1021,10.1,.2,-3.1,.1
108,서울,2014-01-25,4.2,-.1,6.2,1006.2,1016.9,10.1,1.6,-2,.6
108,서울,2014-01-26,-2.1,-13.4,2.2,1016.9,1027.9,10.1,0,-8.4,0
108,서울,2014-01-27,.2,-10.5,2.9,1013.4,1024.3,10.2,-.4,-8.5,-.4
108,서울,2014-01-28,1.5,-8.6,3.7,1013.8,1024.7,10.2,1.2,-6.9,.3
108,서울,2014-01-29,2.2,-11,2.8,1011.1,1021.9,10.2,0,-9,0
108,서울,2014-01-30,4,-2.8,5.7,1005.4,1016.1,10.3,1.9,-3.2,.7
108,서울,2014-01-31,1.3,-16.5,1.7,1013,1023.9,10.3,.4,-7.6,.1
108,서울,2014-02-01,4.9,-3.1,5.5,1005,1015.6,10.3,1.3,3.6,.8
108,서울,2014-02-02,4.9,3.6,7.9,1000,1010.6,10.4,3.8,1,3.3
108,서울,2014-02-03,-3.5,-16.3,1.9,1007,1017.9,10.4,-.1,-9.6,.3
108,서울,2014-02-04,-7.4,-23.8,.9,1014.6,1025.8,10.4,-3,-11.7,-1.7
108,서울,2014-02-05,-4.8,-21.1,1.2,1018.1,1029.3,10.5,-2,-12,-1.8
108,서울,2014-02-06,-1.3,-17,1.6,1015.5,1026.5,10.5,-.4,-7.1,-.8
108,서울,2014-02-07,2.4,-8,3.4,1010,1020.7,10.5,.6,-3.4,0
108,서울,2014-02-08,.2,-3,4.9,1006.8,1017.6,10.6,.8,-1.9,.3
108,서울,2014-02-09,-1.6,-5.2,4.2,1010.8,1021.7,10.6,.1,-6.2,.1
108,서울,2014-02-10,-.1,-8.4,3.3,1015.1,1026.1,10.6,.2,-6.3,.1
108,서울,2014-02-11,.2,-11.6,2.5,1015.9,1026.8,10.7,.9,-6.9,.1
108,서울,2014-02-12,1.2,-8.3,3.3,1017.8,1028.7,10.7,.6,-6.4,.2
108,서울,2014-02-13,1.9,-9,3.1,1019.6,1030.4,10.8,1.6,-5.5,.5
108,서울,2014-02-14,2.7,-7.7,3.4,1017.4,1028.2,10.8,2,-4.5,1.3
108,서울,2014-02-15,2.7,-5.8,4,1016.5,1027.3,10.8,3.1,-5.9,2.3
108,서울,2014-02-16,2.8,-6.2,3.9,1017.8,1028.6,10.9,2.9,-6.8,2.3
108,서울,2014-02-17,4.2,-6.8,3.7,1016.5,1027.3,10.9,2.9,-2.4,3
108,서울,2014-02-18,2.5,-8.2,3.3,1016.3,1027.1,10.9,2.5,-4.8,2.6
108,서울,2014-02-19,2.1,-8,3.4,1015.7,1026.5,11,2.5,-4.3,2.4
108,서울,2014-02-20,1.2,-5.8,4,1016.5,1027.4,11,2.9,-6.4,2.4
108,서울,2014-02-21,.9,-9.7,3,1019.5,1030.4,11,2.9,-7.4,1.9
108,서울,2014-02-22,2.2,-8.1,3.4,1020.5,1031.4,11.1,2.6,-5.4,2.3
108,서울,2014-02-23,3.1,-6.9,3.7,1020.2,1031.1,11.1,3.1,-5,2.9
108,서울,2014-02-24,4.1,-3.7,4.7,1018.8,1029.6,11.2,3.6,-3.9,3.4
108,서울,2014-02-25,5.7,-2,5.3,1017.9,1028.6,11.2,5,-3.8,4.4
108,서울,2014-02-26,8.4,-3.9,4.6,1013.6,1024.1,11.2,5.8,-1.6,5.3
108,서울,2014-02-27,7.7,-.8,5.8,1010,1020.5,11.3,6.7,.2,6.2
108,서울,2014-02-28,6.7,-1.1,5.7,1011,1021.5,11.3,5.9,-.6,5.8
108,서울,2014-03-01,6,-1.1,5.7,1008,1018.6,11.4,6.8,1.6,6.5
108,서울,2014-03-02,4.5,-7,3.7,1011,1021.7,11.4,5.6,-2.3,4.9
108,서울,2014-03-03,5.2,-9.7,3,1016,1026.6,11.4,5,-6.5,4.6
108,서울,2014-03-04,6.3,-5,4.4,1011.8,1022.4,11.5,6,-3.3,5
108,서울,2014-03-05,1.4,-10.3,2.9,1013,1023.9,11.5,4.4,-4.1,3.9
108,서울,2014-03-06,.3,-10.9,2.7,1016.5,1027.4,11.6,1.5,-5.9,2.2
108,서울,2014-03-07,-.6,-11.6,2.7,1019.1,1030.1,11.6,3.4,-6.9,2.1
108,서울,2014-03-08,2,-6.6,3.7,1014.1,1024.9,11.6,3.6,-7.3,2.6
108,서울,2014-03-09,1.4,-8.3,3.7,1010.4,1021.2,11.7,4.2,-5.2,3.5
108,서울,2014-03-10,1.5,-8.2,3.4,1015.8,1026.7,11.7,4.2,-7.7,3.1
108,서울,2014-03-11,4.5,-1.9,5.4,1015.2,1025.9,11.8,3.8,-4.7,4.1
108,서울,2014-03-12,6.9,2.8,7.5,1006.9,1017.5,11.8,6.5,.1,5.4
108,서울,2014-03-13,5.2,-3.4,4.8,1003.6,1014.1,11.8,5.1,0,5.7
108,서울,2014-03-14,3.4,-5,4.2,1008.5,1019.2,11.9,5,-4.3,4.6
108,서울,2014-03-15,6.8,.6,6.5,1008.4,1018.9,11.9,7.6,-3.1,5.9
108,서울,2014-03-16,11.3,5.1,8.8,1010,1020.3,12,12.2,1.8,9.9
108,서울,2014-03-17,12.6,8.8,11.5,1006.7,1017,12,12.3,2.8,10.9
108,서울,2014-03-18,10.5,5.8,9.3,1004.8,1015.2,12,13.5,4.9,12
108,서울,2014-03-19,9.6,3.3,7.7,1006.3,1016.6,12.1,10.3,4.1,10.1
108,서울,2014-03-20,6.3,1.1,6.7,1003.7,1014.3,12.1,8.1,.4,8.3
108,서울,2014-03-21,5.9,-4.3,4.5,1009.5,1020.1,12.2,10.3,-1.1,7.5
108,서울,2014-03-22,8.6,1.3,6.8,1012.8,1023.3,12.2,11.2,-2.6,9
108,서울,2014-03-23,9.6,2.4,7.3,1016.9,1027.4,12.2,12.3,.8,10.3
108,서울,2014-03-24,10.9,3.3,7.9,1011.8,1022.2,12.3,12.2,0,10.6
108,서울,2014-03-25,14.6,10.2,12.4,1004.6,1014.8,12.3,15.2,11.4,13.8
108,서울,2014-03-26,15.4,8.2,10.9,1000.1,1010.2,12.4,16.8,8.5,14.8
108,서울,2014-03-27,13.5,7.3,10.3,1006.3,1016.6,12.4,16.1,4.9,13.7
108,서울,2014-03-28,16.6,6.8,10.1,1006.4,1016.6,12.4,20.4,9.9,16.2
108,서울,2014-03-29,15,9.8,12.4,998.7,1008.8,12.5,14.6,10.3,14.3
108,서울,2014-03-30,14.9,7.5,10.4,999.7,1009.8,12.5,17.2,7.2,15.4
108,서울,2014-03-31,14.5,2.8,7.6,1005.8,1016,12.6,15.4,3.4,14.1
108,서울,2014-04-01,15.6,-1.2,5.6,1005.6,1015.8,12.6,17.9,3.4,14.7
108,서울,2014-04-02,15.5,-2.8,5,1006.4,1016.6,12.6,17.9,4.3,15.4
108,서울,2014-04-03,10.2,3.1,8,1003.2,1013.6,12.7,10.5,4.3,11.8
108,서울,2014-04-04,6.6,-2.9,5,1003,1013.5,12.7,12.5,-3,10.8
108,서울,2014-04-05,6.2,-1.4,5.6,1003.9,1014.5,12.8,11.6,-.7,9.8
108,서울,2014-04-06,7.4,-3.1,5.1,1009.6,1020.2,12.8,13.8,-.5,10.3
108,서울,2014-04-07,10.3,3.5,7.9,1008,1018.4,12.8,15.3,2.6,12.5
108,서울,2014-04-08,11.9,3.2,7.8,1007.7,1018,12.9,17.6,1.2,14
108,서울,2014-04-09,10.3,7.7,10.5,1007.1,1017.4,12.9,15.2,4.7,13.5
108,서울,2014-04-10,12.5,6.9,10,1008.4,1018.7,13,17.1,6.8,15
108,서울,2014-04-11,13.6,7.7,10.6,1008.7,1019,13,18,5.5,15.8
108,서울,2014-04-12,14.3,8.5,11.1,1007.3,1017.5,13,15.5,8.9,15
108,서울,2014-04-13,17.2,7.6,10.4,1006.5,1016.6,13.1,20.9,10.3,17.8
108,서울,2014-04-14,16.3,6.2,9.5,1009.7,1019.9,13.1,20.8,6.2,17.2
108,서울,2014-04-15,12.9,9.3,11.8,1009,1019.3,13.2,18.3,6,16.4
108,서울,2014-04-16,14,10.6,12.8,1005.5,1015.8,13.2,17.5,7.2,15.6
108,서울,2014-04-17,14.7,7.6,10.6,1003,1013.2,13.2,16.9,3.1,15.5
108,서울,2014-04-18,15.9,7.4,10.3,1005.4,1015.6,13.3,19.7,8.5,17.2
108,서울,2014-04-19,14,5.1,8.8,1009.3,1019.5,13.3,17.2,8.7,15.9
108,서울,2014-04-20,14.6,4.6,8.6,1007.3,1017.6,13.4,22.4,8.1,18.3
108,서울,2014-04-21,15.1,4.9,8.8,1005.1,1015.3,13.4,21.8,6.1,18.1
108,서울,2014-04-22,16,2,7.2,1005.2,1015.3,13.4,21.8,3.8,18.4
108,서울,2014-04-23,17.2,5.3,9.1,1007.6,1017.7,13.5,24.1,3.2,19.4
108,서울,2014-04-24,18.6,5.5,9.4,1011.1,1021.2,13.5,24.1,6.4,20.4
108,서울,2014-04-25,19,1.3,6.8,1012.7,1022.8,13.5,23.6,5.4,20.6
108,서울,2014-04-26,18.7,3.9,8.3,1012.2,1022.2,13.6,23.2,7.8,20.5
108,서울,2014-04-27,15.6,13.2,15.2,1010.2,1020.4,13.6,16.9,12.1,17
108,서울,2014-04-28,13.6,12.1,14.2,1004,1014.2,13.6,13.9,11.4,14.2
108,서울,2014-04-29,15,9.2,11.7,1000.3,1010.4,13.6,15.6,10.8,15.3
108,서울,2014-04-30,16.1,8.5,11.2,999.9,1010,13.7,16.7,8.1,16.7
108,서울,2014-05-01,16,7.7,10.5,1003.3,1013.5,13.7,19.3,7.3,17.7
108,서울,2014-05-02,15.7,9.6,12,1002.4,1012.5,13.8,19,5.7,18
108,서울,2014-05-03,13.1,3.7,8,1008.3,1018.6,13.8,19.7,4.1,17.2
108,서울,2014-05-04,12.3,3.6,8,1004.6,1014.9,13.8,15.9,3.9,15.3
108,서울,2014-05-05,11.3,2.2,7.3,1006.7,1017.1,13.9,18.3,4.8,15.8
108,서울,2014-05-06,13.1,.1,6.4,1007.5,1017.8,13.9,20.2,3.2,17.4
108,서울,2014-05-07,15.7,3.7,8.4,1002.6,1012.7,13.9,21.1,3.4,18.9
108,서울,2014-05-08,14.5,11.5,13.7,1000.6,1010.7,14,17.4,8,16.9
108,서울,2014-05-09,16.8,7.6,10.5,1007.6,1017.7,14,21.2,5.6,19
108,서울,2014-05-10,20.5,6.7,9.9,1009.8,1019.8,14,24.7,7.5,21.8
108,서울,2014-05-11,18.9,8,11.5,1001,1011,14.1,19.5,12.2,19.1
108,서울,2014-05-12,16.4,12.4,14.5,995.2,1005.2,14.1,19.1,10.6,18.3
108,서울,2014-05-13,19.2,13,15,996.9,1006.8,14.1,20.6,7.3,19.7
108,서울,2014-05-14,19.6,10.6,12.8,992,1001.8,14.2,23.4,11.3,21.4
108,서울,2014-05-15,18.2,11.4,13.6,990.9,1000.8,14.2,24.5,12.6,22.2
108,서울,2014-05-16,19,7,10.1,998.3,1008.2,14.2,24.1,8,21.7
108,서울,2014-05-17,20,8.3,11,1001.9,1011.9,14.2,24.1,10.1,22.3
108,서울,2014-05-18,20.3,9,11.5,1002.8,1012.8,14.3,25.8,9.4,23.4
108,서울,2014-05-19,20,10.4,12.6,1002.4,1012.3,14.3,25.3,10.6,23.2
108,서울,2014-05-20,21.5,8.3,11,996.4,1006.2,14.3,25.2,12,23.1
108,서울,2014-05-21,20.1,13,15.1,996.6,1006.5,14.3,28.3,14,25
108,서울,2014-05-22,20.9,12.7,14.8,1001.8,1011.7,14.4,28.1,9.8,25.2
108,서울,2014-05-23,22,15.5,17.7,1007.5,1017.4,14.4,27.9,16,26
108,서울,2014-05-24,21.3,14.9,17,1006.7,1016.7,14.4,26.3,16.1,25
108,서울,2014-05-25,20.5,16.2,18.6,998.6,1008.5,14.4,22.2,17.4,22.3
108,서울,2014-05-26,19.4,12.2,14.5,992.3,1002.1,14.5,21.6,13.9,21.1
108,서울,2014-05-27,22.8,11.4,13.6,989.9,999.6,14.5,24.3,13.3,23.5
108,서울,2014-05-28,24,15.7,18,990.3,1000,14.5,26.6,16.9,25.8
108,서울,2014-05-29,23.2,12.3,14.4,996.9,1006.7,14.5,28.1,14.1,26.5
108,서울,2014-05-30,24.8,10.4,12.6,1000.2,1009.9,14.5,29.3,12.7,27.5
108,서울,2014-05-31,26.2,14.5,16.6,1002.5,1012.3,14.6,30.7,16.1,28.7
108,서울,2014-06-01,24.7,15.5,17.7,1001.8,1011.6,14.6,27.6,17.1,26.9
108,서울,2014-06-02,22.6,17.3,19.9,998.1,1007.9,14.6,23.6,19.2,23.7
108,서울,2014-06-03,18.7,17.8,20.5,996.2,1006.2,14.6,19.7,17.1,20
108,서울,2014-06-04,22.8,14.9,16.9,995.5,1005.3,14.6,23.5,17.4,23.2
108,서울,2014-06-05,22.9,14.3,16.3,995,1004.7,14.7,23.5,18.4,23.2
108,서울,2014-06-06,24.4,15.3,17.4,994.8,1004.5,14.7,28.6,16.4,26.9
108,서울,2014-06-07,23.5,16.3,18.5,994.8,1004.6,14.7,27.4,15.9,26
108,서울,2014-06-08,21.4,16.7,19,996.7,1006.6,14.7,24.3,16.8,24.1
108,서울,2014-06-09,22.9,16.8,19.2,999.4,1009.2,14.7,26.8,15.5,25.6
108,서울,2014-06-10,23.6,17.8,20.4,999.5,1009.3,14.7,26.4,18.1,26
108,서울,2014-06-11,20.5,18,20.7,996.4,1006.2,14.7,22.9,15.9,22.8
108,서울,2014-06-12,21.2,15.9,18.1,992.4,1002.2,14.7,24.3,14.9,23.9
108,서울,2014-06-13,21.3,17.4,19.8,993.9,1003.7,14.7,23.4,16.3,22.9
108,서울,2014-06-14,22.5,16.7,19,997.1,1006.9,14.8,26.3,16.5,25.2
108,서울,2014-06-15,23.2,16.9,19.3,996.8,1006.5,14.8,28.3,17.1,27.1
108,서울,2014-06-16,23.9,16.7,19.1,995.9,1005.7,14.8,27.7,15.3,26.8
108,서울,2014-06-17,24.5,18.5,21.4,994.7,1004.4,14.8,27.8,18.9,27.3
108,서울,2014-06-18,24.4,18.4,21.2,994.4,1004.1,14.8,26.8,18.9,26.2
108,서울,2014-06-19,22.5,18.6,21.4,996,1005.8,14.8,24.6,19.3,24.7
108,서울,2014-06-20,24.2,19.4,22.6,997.9,1007.7,14.8,25.5,18.3,25.5
108,서울,2014-06-21,23.1,19.3,22.4,998,1007.8,14.8,25,18.9,24.7
108,서울,2014-06-22,23.7,18.5,21.3,997,1006.7,14.8,25.4,17.8,25
108,서울,2014-06-23,21,19.4,22.5,996.2,1006.1,14.8,22.6,17.3,22.3
108,서울,2014-06-24,22.9,17.7,20.3,996.4,1006.1,14.8,24.9,16.9,24.4
108,서울,2014-06-25,23.8,18.5,21.4,998.4,1008.2,14.8,24.9,17.1,24.6
108,서울,2014-06-26,24.4,17.6,20.1,997.4,1007.1,14.8,27.8,17.3,26.4
108,서울,2014-06-27,24.1,18.9,21.8,995.1,1004.8,14.8,29.2,17.1,27.5
108,서울,2014-06-28,23.8,18.1,20.8,992.8,1002.5,14.8,28.8,19.3,27.6
108,서울,2014-06-29,24.1,18.1,20.8,995.1,1004.8,14.8,27.5,18.7,26.8
108,서울,2014-06-30,25.3,18.5,21.3,998.4,1008.1,14.7,32,18,28.6
108,서울,2014-07-01,26,19.1,22.1,999.8,1009.5,14.7,28.7,18,28
108,서울,2014-07-02,25.7,21,24.8,997.1,1006.7,14.7,30.7,19.9,28.3
108,서울,2014-07-03,22.6,19.9,23.3,992,1001.7,14.7,23.2,20.3,23.6
108,서울,2014-07-04,26.8,18.4,21.2,996.5,1006.2,14.7,29.9,19.5,27.6
108,서울,2014-07-05,25.7,19.8,23.1,1000,1009.7,14.7,27.9,18.9,26.6
108,서울,2014-07-06,25.7,18.5,21.3,996.5,1006.2,14.7,30.8,18.1,27.8
108,서울,2014-07-07,27.1,18.3,21.2,995.6,1005.2,14.7,34.1,17.2,30.3
108,서울,2014-07-08,25.9,20.6,24.3,996.7,1006.4,14.6,27.6,20.4,27.2
